dataset,task_ref,call_count,call_bucket,query_mode,confidence,n_gold_operations,n_exactly_named_operations,n_lexically_cued_operations,n_implicit_operations,exact_operation_coverage,lexical_operation_coverage,implicit_operation_rate,sequence_leakage,lcs_ratio,kendall_agreement,exact_ordered_operation_coverage,adjacent_step_mappable_share,procedural_cue_count,step_number_count,explicit_intermediate_reference_count
pilot3_train_600_as_trained,ttdf_3d16ba355ab3,4,4,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,0.7333,0.75,0.6667,,,7,1,3
pilot3_train_600_as_trained,ttdf_086b0471e443,6,6+,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,12,7,5
pilot3_train_600_as_trained,ttdf_18f30aeb87df,3,3,PROCEDURAL_PARTIAL,,,,,,0.3333,0.6667,0.3333,0.8333,1.0,1.0,,,5,0,2
pilot3_train_600_as_trained,ttdf_8b6bd6e0d113,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,9,0,3
pilot3_train_600_as_trained,ttdf_9e944e9be9ad,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,1.0,0.0,1.0,1.0,1.0,,,9,1,4
pilot3_train_600_as_trained,ttdf_702a492e1d93,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,2,0,0
pilot3_train_600_as_trained,ttdf_1b88e197cf8c,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_5e8ed8ea8e8c,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_feca9749fcb1,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,1.0,1.0,1.0,,,8,1,3
pilot3_train_600_as_trained,ttdf_404c1b18b8c7,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,5,0,2
pilot3_train_600_as_trained,ttdf_1212887f9519,2,2,UNCLASSIFIED,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_1944101ba044,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_c4b9bd3d8f9b,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,0
pilot3_train_600_as_trained,ttdf_da8bde0dff1f,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,0.8,0.2,0.9,1.0,1.0,,,8,0,3
pilot3_train_600_as_trained,ttdf_33820d4ecd0d,5,5,PROCEDURAL_PARTIAL,,,,,,0.6,0.6,0.4,0.8,1.0,1.0,,,8,1,4
pilot3_train_600_as_trained,ttdf_ab3e20f5b9f5,2,2,PROCEDURAL_PARTIAL,,,,,,1.0,1.0,0.0,0.4,0.5,-1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_adb0a11b7c8e,3,3,PROCEDURAL_EXPLICIT,,,,,,0.6667,1.0,0.0,1.0,1.0,1.0,,,3,1,2
pilot3_train_600_as_trained,ttdf_7ac454e86368,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,6,2,2
pilot3_train_600_as_trained,ttdf_29bfff643f76,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.45,0.6667,-0.3333,,,8,2,3
pilot3_train_600_as_trained,ttdf_626b144f651f,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_709a6c29cef8,2,2,GOAL_BASED_IMPLICIT,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_9ddbf3736946,3,3,PROCEDURAL_PARTIAL,,,,,,0.3333,0.6667,0.3333,0.8333,1.0,1.0,,,5,0,2
pilot3_train_600_as_trained,ttdf_415f443311b4,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_1da08641a085,5,5,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_a7f57d6e2366,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.8571,0.8571,0.1429,0.9286,1.0,1.0,,,14,8,6
pilot3_train_600_as_trained,ttdf_f143ef6a8d1a,7,6+,PROCEDURAL_EXPLICIT,,,,,,0.5714,0.8571,0.1429,0.7805,0.8333,0.8667,,,14,8,6
pilot3_train_600_as_trained,ttdf_4bf9490a9e1e,8,6+,PROCEDURAL_EXPLICIT,,,,,,0.75,0.875,0.125,0.8131,0.8571,0.9048,,,11,1,5
pilot3_train_600_as_trained,ttdf_4fb15030a374,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_3bd0f2ffa9c7,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_a007fb88e5a8,5,5,PROCEDURAL_EXPLICIT,,,,,,0.8,0.8,0.2,0.9,1.0,1.0,,,11,7,4
pilot3_train_600_as_trained,ttdf_095955eab09a,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,6,2,2
pilot3_train_600_as_trained,ttdf_ebcc48b28d17,7,6+,PROCEDURAL_PARTIAL,,,,,,0.5714,0.7143,0.2857,0.6857,0.8,0.8,,,14,1,6
pilot3_train_600_as_trained,ttdf_69b205909ba2,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_91c17367ae01,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,1.0,1.0,1.0,,,4,1,3
pilot3_train_600_as_trained,ttdf_6d5d2df8e87e,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,4,3,1
pilot3_train_600_as_trained,ttdf_8a92a1d9bda8,2,2,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.125,0.0,0.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_57b5548d9406,3,3,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,5,1,1
pilot3_train_600_as_trained,ttdf_adb3076a4249,4,4,PROCEDURAL_PARTIAL,,,,,,0.75,0.75,0.25,0.875,1.0,1.0,,,8,2,3
pilot3_train_600_as_trained,ttdf_dfa5d83b46bf,5,5,PROCEDURAL_PARTIAL,,,,,,0.4,0.6,0.4,0.8,1.0,1.0,,,10,6,4
pilot3_train_600_as_trained,ttdf_83a61f0aa532,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,1.0,0.0,0.76,0.8,0.6,,,10,6,4
pilot3_train_600_as_trained,ttdf_1ae91b3255c9,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.75,0.25,0.875,1.0,1.0,,,5,2,3
pilot3_train_600_as_trained,ttdf_535a92504ff3,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.5333,0.6667,-0.3333,,,5,1,2
pilot3_train_600_as_trained,ttdf_27a65d5730a0,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,2,0,1
pilot3_train_600_as_trained,ttdf_7c7e391ab5eb,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,2,1
pilot3_train_600_as_trained,ttdf_7c2600233dfc,4,4,PROCEDURAL_EXPLICIT,,,,,,0.75,1.0,0.0,1.0,1.0,1.0,,,7,0,3
pilot3_train_600_as_trained,ttdf_7e3b94e5852d,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,0.5333,0.6667,-0.3333,,,4,1,2
pilot3_train_600_as_trained,ttdf_27aa7816b261,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.5,0.5,0.275,0.5,-1.0,,,7,1,3
pilot3_train_600_as_trained,ttdf_9da280149954,2,2,PROCEDURAL_PARTIAL,,,,,,1.0,1.0,0.0,0.4,0.5,-1.0,,,1,0,1
pilot3_train_600_as_trained,ttdf_f44f7cd5c652,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.9167,1.0,1.0,,,11,0,5
pilot3_train_600_as_trained,ttdf_b0286c035ff7,5,5,PROCEDURAL_EXPLICIT,,,,,,0.6,1.0,0.0,1.0,1.0,1.0,,,11,7,4
pilot3_train_600_as_trained,ttdf_c60223f1aab8,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_49ff06c5abb1,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.7333,0.8,0.8,,,13,2,5
pilot3_train_600_as_trained,ttdf_0969cde120d2,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,1.0,0.0,1.0,1.0,1.0,,,10,0,5
pilot3_train_600_as_trained,ttdf_b02ae36ee259,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,8,2,3
pilot3_train_600_as_trained,ttdf_88e4f6fda445,4,4,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,7,0,3
pilot3_train_600_as_trained,ttdf_945346f2dc33,4,4,PROCEDURAL_PARTIAL,,,,,,0.5,0.75,0.25,0.875,1.0,1.0,,,8,1,3
pilot3_train_600_as_trained,ttdf_3bbe27d74a4e,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.8333,0.8333,0.1667,0.7333,0.8,0.8,,,8,2,6
pilot3_train_600_as_trained,ttdf_a27ee767b260,3,3,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,6,4,2
pilot3_train_600_as_trained,ttdf_1316b84679bc,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.6667,0.8333,0.1667,0.9167,1.0,1.0,,,12,7,5
pilot3_train_600_as_trained,ttdf_fc21110cb919,6,6+,PROCEDURAL_PARTIAL,,,,,,0.6667,0.6667,0.3333,0.8333,1.0,1.0,,,7,1,6
pilot3_train_600_as_trained,ttdf_490928952434,2,2,PROCEDURAL_EXPLICIT,,,,,,0.5,1.0,0.0,1.0,1.0,1.0,,,3,0,1
pilot3_train_600_as_trained,ttdf_cfcc0bc5aede,2,2,PROCEDURAL_EXPLICIT,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,1,0,0
pilot3_train_600_as_trained,ttdf_918a1b8e247c,6,6+,PROCEDURAL_EXPLICIT,,,,,,0.5,0.8333,0.1667,0.9167,1.0,1.0,,,11,0,5
